1948-10-17,824,JXCSzl,5
1938-07-25,1960,TEYAPI,2
2008-07-21,1471,dSusco,12
1960-06-22,1716,sWJVgc,11
1902-08-16,1100,stnFzP,22
1930-12-01,1467,lnFxBt,24
2007-06-08,134,ZhBSiN,10
1971-08-12,1926,TbcGbE,16
2017-05-10,218,RFeXPf,19
1950-08-26,781,WAKgEK,24
1988-11-31,161,XfDPOV,15
1934-10-26,100,Gvnyti,9
1974-07-31,1142,mOdgBw,23
2006-06-26,1743,oFvTcR,21
1922-07-14,1475,LExoZH,7
1923-07-28,950,OHHyBf,23
1971-05-29,1988,kULrfU,4
1932-08-26,1212,UmKcnz,11
1963-06-09,415,BFdpIw,16
1966-10-31,1921,vQRiTq,8
1987-04-09,202,OBhcAP,22
1958-06-02,705,ROzywK,1
1976-12-29,1618,lskhUf,6
1920-06-16,368,qxTCgW,19
2007-05-22,366,EDTToc,11
1988-07-16,1593,HMzXxx,8
1915-10-05,589,KcVznv,23
1954-07-07,894,ClBIzn,17
1914-02-20,1521,TNPpdf,20
2017-07-26,1976,kydQNo,14
1923-11-10,739,ePoZVI,9
1977-11-18,1129,hIbHsP,5
1935-11-27,236,YneyBs,21
2003-08-27,439,ncgKkq,11
2005-03-31,665,SRJjVR,21
1924-11-25,1342,bfpexE,22
2005-05-04,1015,IAUXUS,12
1927-02-04,1401,WAEtFG,24
1962-10-25,722,fGLxfD,10
1986-11-14,1112,KZTKVj,13
2014-04-09,127,ikxGhr,10
1974-09-23,302,ujtyJb,6
1906-11-30,1289,kZANaV,7
1984-04-23,1760,WOJhur,9
2018-11-31,161,DddxXy,22
1963-04-10,1695,vBFQhl,10
1984-04-11,1884,grGaTL,15
1930-12-06,1995,qyWXhn,8
1932-04-03,604,mInPun,19
2010-01-28,641,nBHRBd,13
1956-02-26,618,mogLuZ,23
2009-10-19,1757,qGbHQp,18
2019-06-15,1533,iMBsmj,5
1904-11-09,1713,rmIXuv,16
1946-10-28,870,dALrJD,19
1996-11-04,1348,jIrlun,19
2010-09-01,567,NjHjKs,21
1968-01-30,560,Clvygi,8
1936-09-18,1347,AMFknu,23
1941-11-26,767,KcnYmG,15
1931-02-28,269,EEvTFT,11
1952-07-27,1712,EDmPmm,22
2013-04-23,1778,SzlNzA,24
1934-03-29,231,tSpvev,13
2006-05-12,1679,qWHAKX,3
1978-11-06,1285,jsSdEB,13
1904-06-07,995,VfsEmN,22
1922-10-05,1701,Jdzslt,18
1978-12-28,1696,eXAIKN,8
1904-06-04,740,dAqYVp,11
1945-07-26,542,froHMe,9
1958-11-08,1525,uVQiLW,12
1969-10-03,1089,tnqokh,14
2004-12-26,1307,BVQeBm,3
1924-09-23,797,SmAWkH,8
1902-01-22,658,htMwGJ,10
1945-08-18,441,reGTpI,9
1903-12-28,1657,zqyriZ,6
1966-04-21,782,AoChtZ,2
2020-05-28,1855,uMyeNN,15
1968-01-10,688,rwAgxc,2
1985-01-20,1786,NlyMuo,5
1932-06-12,793,ACZixi,16
1915-06-05,1024,CPwQrs,12
2002-02-08,1094,qUAxUW,19
2007-03-22,814,GefLfC,15
1965-09-07,386,KvZGhr,5
1963-11-26,233,DUaiLe,9
1973-11-15,1027,HwBzKz,5
2009-01-19,416,qWPMeN,10
1935-04-30,1947,GLzSPQ,15
1909-04-16,1206,CZtPwn,8
1981-07-08,607,roUHmv,3
1942-06-23,553,ZxHTYq,18
1956-07-03,1220,DjffHw,11
1960-10-19,1017,ArCaQh,2
1930-11-11,1042,MXeGkm,19
1903-08-19,393,ZcUXbY,19
1922-11-30,824,nHrTsX,18
1920-03-28,131,AcmsZJ,14
1978-02-24,1436,OIBWYX,3
1939-06-05,1479,IooVjo,9
1914-05-08,756,pjinlD,22
1990-09-11,842,hPmCbC,21
1977-11-20,1934,OpVJta,9
2007-09-16,217,rkXSQS,19
1981-12-14,1931,FIEhkG,3
1937-02-27,872,mDnkUk,24
1927-06-29,1080,Akgaie,6
2001-05-20,808,pqWlQi,2
2020-03-09,736,vdYiLa,2
1987-01-11,1971,HHzRAQ,18
1936-02-05,125,KhUbNO,17
1927-10-03,495,VdmCtq,4
2003-10-22,1212,pZOTcG,24
1913-01-12,1657,sXousw,1
1930-01-11,1139,sJlSNF,4
2020-12-09,858,RUkOEt,21
2000-06-11,1352,hrnenX,7
1992-05-11,1138,ZVJTMw,15
2003-03-26,257,OYvwve,23
1975-05-02,1620,ffKHAg,1
1998-12-20,428,zxtgBj,10
1937-03-19,1025,ewkaQP,20
1933-01-01,103,GsHGcx,2
1912-10-16,730,PCWMKI,13
1916-03-25,1688,ZmctrR,8
1924-02-11,813,jwTOXd,24
2000-10-01,856,aPdYLe,22
2001-04-25,1794,KlhnpN,8
2002-07-26,254,tvyPMh,15
1934-10-30,1788,bYbHOk,18
2003-06-19,1746,upucUu,18
1910-06-15,1801,BJHogh,2
2009-09-22,1146,Gsxkdl,5
1936-11-29,1192,dwDnAJ,11
1933-03-13,603,yPHJGf,7
1933-06-26,959,SBWCZa,20
1952-07-28,1703,THDiQY,12
1998-06-18,1189,XwYIET,6
1981-10-09,1107,pnmBcI,23
2013-11-13,324,gJKxFe,15
1923-03-20,515,YzGnkT,19
1985-09-08,810,OAVDfP,17
1991-06-08,1130,xXzvEl,3
1903-08-07,356,EIgRri,18
2010-12-17,690,UCgBuu,11
1985-09-22,547,LUciqN,16
1910-02-21,526,ffnzHq,18
1997-08-25,607,ROKCDa,18
1986-03-08,732,HlTPov,8
2017-06-16,182,sglehy,12
1972-06-30,1352,etVCOw,13
1956-06-15,485,ypgGWg,11
1914-05-15,1759,EDYNxh,15
1931-12-24,1184,hzTNTI,4
1952-03-10,1858,KyGKWo,24
2017-04-03,1431,vMVfeu,1
1993-12-21,247,LNLYyM,16
1913-09-15,1458,lRDVTR,1
1941-12-11,948,qBkKru,5
1956-04-14,496,KiIJDk,17
1959-09-18,425,XsSEBU,4
1976-09-28,609,OgkfNJ,14
1963-09-29,1360,PkxFVB,9
2018-08-27,112,CZpgpR,21
1969-05-04,192,JYdlNS,9
1954-10-06,1296,XKReez,10
1982-09-26,1905,zDUWjK,19
1974-07-25,1430,tglSai,20
1985-06-01,247,oxHaZO,11
1937-03-01,1172,bSzyro,21
1901-03-13,1946,BuIWPT,2
1941-08-12,1639,PFgkWI,2
2007-03-30,1932,cJXoOz,15
1927-08-26,883,MXFOQA,4
1997-10-24,285,TACeJZ,22
2018-10-01,569,jKUPsF,13
2016-02-24,618,vlcvXg,14
1914-03-17,1588,MBbodB,17
1904-09-08,1086,QnIQsx,5
2017-11-07,1394,ZlfLvm,20
1938-10-21,743,JVQXuY,7
1938-07-27,1728,FXxOtE,16
1971-03-08,518,SldnKP,14
1962-04-18,538,CbSOKw,17
1952-09-14,228,nhAHQG,5
1966-12-10,1135,hpXKPo,3
1912-07-22,1752,sKWmUq,23
1956-10-22,1531,EFWozA,19
2015-04-22,1126,JtXSDH,14
2013-12-09,554,uyppdz,7
1945-04-21,741,zcjgOH,23
1913-05-18,1628,KtAhIj,2
1955-06-22,1267,XywATC,13
1942-10-01,294,ZRLjbX,2
1976-03-24,1746,QPloFO,16
1957-09-22,617,DWdtuG,20
2003-06-29,243,BQEPuQ,5
2007-02-10,1176,KEkbOs,24
1919-10-06,463,kQaeBP,3
1905-02-27,1850,UPuigp,24
2009-03-07,1261,ePkaAl,1
1929-02-15,611,vCpBGT,21
1905-08-21,1529,zhEOze,3
1910-08-03,1614,RpGWlc,22
1976-12-17,1547,MKkTcQ,14
1905-10-20,1640,zEGHMy,17
2014-10-14,535,hTpjem,16
2006-07-17,1899,AViSIP,13
2019-11-08,1827,uCdlLB,12
1918-06-04,289,AXjnFe,16
1955-05-20,1994,SyTAvr,18
1924-08-11,233,anrziQ,11
1946-07-30,1010,XhYxJb,20
1990-04-20,1605,fZJTPf,5
1937-11-10,1631,UYYKDu,9
2013-11-10,1941,ekfvxK,5
1962-02-28,1514,xjdfUV,15
1935-07-27,857,vJlflS,3
1910-11-29,348,pZAbZq,8
1934-01-01,469,DGbQuB,6
1965-04-25,191,EzEAZu,3
2008-10-18,1026,mbZjSH,23
2017-07-07,1808,YZisoK,2
1902-06-16,715,EthFqx,17
1915-04-22,1095,fCszSy,11
1972-02-05,199,rXVwOq,14
1963-04-28,783,IifMmt,8
1918-09-22,1327,jnmwhX,3
1905-07-14,1321,dVaZVr,20
2007-09-25,1137,QXDOkB,13
1990-08-03,1520,OxTDLJ,3
1910-01-09,840,XgZJAN,20
1994-11-30,910,mUmZei,16
1971-06-27,722,sxDuiN,7
2008-11-28,1519,vGneXq,7
1912-03-11,1642,wNVDNu,23
2020-06-17,1008,VQuBRG,5
1992-03-13,527,RThbVM,21
1976-01-20,1789,WgUQmH,8
2000-02-23,988,uCwFmI,1
1992-11-10,475,NSxdmv,24
1956-03-29,1546,dzgNkr,14
1904-07-24,1035,fhwzoz,17
1931-01-14,1110,mPbTgW,3
1928-10-29,1578,nqTkZe,7
1991-11-02,1219,Kjdidq,15
2017-08-13,1140,qVKHqF,3
1922-05-13,1857,aYAmqy,24
1906-11-07,1741,GQPSTI,19
1997-09-24,1244,odiUfa,2
2008-10-20,561,UxdEmZ,10
1931-08-25,1523,TDyPOZ,6
1923-05-31,480,PRaLAY,11
1919-11-10,1325,ZAAePq,6
1992-02-06,1066,AMqHhD,2
1989-07-18,464,SEShtY,18
1977-08-21,1339,YVoIOk,9
1962-06-26,1674,ctlrza,7
1981-04-17,515,JNdBtb,19
1990-10-25,1982,coUzPd,24
1982-06-21,951,bKDMZg,22
1924-04-28,816,uCPaYs,10
1915-01-03,892,boWcCB,2
1999-12-07,1630,WvCYGH,24
1969-02-20,493,qUseTh,14
1997-09-25,1338,pLiHkn,1
1980-04-14,1247,ujHUZd,13
1990-04-27,1659,QZyZBX,20
1956-08-23,1859,kyqwhG,20
1973-03-24,360,IQNuZy,1
1939-11-21,1119,hwAuzl,7
1990-05-19,1407,JWUDdZ,18
1928-09-17,130,SVPHPy,16
1986-12-07,546,DGKphp,20
1995-09-21,1412,VHsubz,11
1916-03-24,682,DsdFBg,10
1932-09-03,296,hNznMi,20
1917-05-15,962,PddKfh,1
1921-05-10,1634,TCiqCZ,6
1936-08-21,812,DwXsJs,21
1941-09-12,270,pDZLBA,17
1952-01-14,724,iQkVHz,12
1974-03-01,1645,vNChWl,7
1930-06-11,818,nutVsV,19
1978-12-22,480,EohGDy,24
1936-11-25,1990,JGVLuv,19
1994-09-01,1043,fKEGAA,23
1925-07-19,876,SBSBNQ,10
1962-12-19,1666,qRcWqp,3
1905-06-23,1187,hqaArf,15
1949-06-07,125,SotmxY,19
1909-04-29,179,cLtStc,17
2012-07-21,168,sDggtE,10
1950-01-22,385,dvxtYr,18
1937-08-23,1306,nqjzqE,7
1974-11-18,429,hPPgaa,3
1998-04-11,1582,TZEBcj,15
1953-10-27,744,bGjDtW,15
2007-03-20,1309,jiBNsY,2
1983-10-21,136,epOdLc,1
1965-09-10,1902,WxjqBK,12
1974-07-28,1577,GYYvqH,8
1969-08-16,1988,YkNrkK,8
1981-02-20,430,qXBdnc,2
1935-12-25,1815,yxOgNt,20
1991-07-23,1626,kMacBs,14
1932-06-08,1813,zbiSyA,19
1904-01-17,996,qfbQCv,2
1977-11-10,1247,gaQqXO,9
1980-02-06,1366,MkElRG,1
1960-04-16,907,cIZrsU,16
1987-10-30,1904,aavMRj,4
1953-01-23,1784,RtjHdH,19
1925-03-10,1846,GEdWQu,7
1919-03-24,1517,vqFqJO,1
1999-08-12,676,EZChWm,17
1929-04-05,1846,YKBkyM,17
1978-01-23,483,sHETZr,19
1945-12-31,1588,UeEbnY,19
1977-01-03,1861,EblLgo,11
1967-10-04,1914,bFNebs,14
1993-10-02,909,aZltlU,8
1917-11-02,1281,TPWqcG,20
1933-10-03,1281,nohdVX,2
1941-08-02,1379,TtMcIt,16
1906-07-09,1221,klnLyx,8
1930-06-08,1151,VPTtrV,4
2011-10-22,1627,LskhrA,17
2016-04-10,1684,duluFo,7
1941-06-15,399,ManmKG,17
1966-09-26,1178,TjSiMk,24
1942-08-31,946,pHbgBQ,15
1932-09-01,362,TCkSWD,21
1973-03-14,1807,LlCccQ,17
2004-07-31,703,CqAZBv,3
1952-06-28,1547,pbwgWD,5
1913-07-25,935,aefoxP,6
1977-09-10,1573,dbtOvy,1
1995-05-25,1543,GMUovZ,14
1916-04-14,1196,sXVeqS,9
1934-01-31,319,uOMynC,3
1992-07-09,579,UQQCWM,14
1925-06-25,104,hgLJpU,5
1948-06-30,1701,BDKYJs,13
2016-03-22,583,qfChQG,2
1954-06-10,1211,DHbAHM,5
1983-08-15,346,QWTOzS,2
1994-11-22,909,GYkUro,21
2013-09-28,564,boWqfT,1
2020-09-24,339,hdizbT,13
1982-06-07,1005,ELdsqR,19
1907-08-14,955,sIgLSZ,1
2000-03-19,627,teMtSK,2
1916-06-13,1636,IeiECp,13
1918-09-07,136,fnjVhr,18
1964-05-24,491,QHAHnQ,19
1950-06-24,1247,VOfvcW,9
1974-03-06,1298,JcdoPO,24
1965-11-13,1372,ryMGaW,12
1940-11-02,316,YRJGmJ,13
1910-06-08,1229,Wtbqee,18
1909-06-01,439,gecTWv,9
1973-02-27,116,NuUUgU,21
1932-12-03,889,FlFPlX,15
1931-09-16,1153,VELhhd,12
1942-02-28,924,SBspgJ,21
1984-02-16,346,BGjfXx,4
1998-10-21,1734,oSTiZZ,17
1960-06-05,183,FtjeJy,17
2010-05-13,810,xgbWEk,8
1981-04-07,424,VFmdHz,13
2000-02-03,763,SYfePs,22
1996-05-09,1466,sRRTDI,9
1962-06-29,1236,oQMWIg,22
1933-06-17,231,vcBMCA,1
2001-12-04,1196,FkLBga,9
1904-05-27,1547,papSzz,1
2010-01-11,1978,cRjKMZ,8
2014-03-15,656,QOerek,19
1986-11-24,1215,XYAfFi,4
1978-08-15,206,OPnJsd,5
1956-07-04,241,ZvRjfM,23
2016-09-27,695,bUSJKx,9
1959-05-17,430,prVRTR,7
1994-08-13,729,WwdfjI,10
1940-10-20,1154,wsSLRC,6
1980-12-26,625,iSTgeN,8
1941-04-09,260,jZvSHI,2
1960-06-27,1028,eaHRuV,20
1924-01-22,360,buRVEu,7
1993-06-02,1300,lXWhVw,11
1972-11-20,1891,EGnSKm,24
2001-12-20,156,YoqrMd,18
1997-04-04,1988,jDmELV,17
1948-11-23,1634,JWcVdt,3
1955-01-24,955,YTgktr,12
1983-05-25,243,wmLNOx,20
1975-10-27,801,QEIByB,9
1910-11-26,680,aiXzXE,23
1908-06-24,311,aKgsYe,24
1999-06-03,1473,LTGhXk,2
1937-11-19,1048,DBOOvn,4
1974-01-09,780,KlFIID,5
1909-08-27,1605,sHEPJB,20
1911-10-09,314,yBcqly,3
1978-10-28,262,AHnCPY,17
1947-05-09,1249,RrVUlK,22
1987-03-07,1468,mxqtSV,8
2004-02-11,1322,mdEmov,9
1944-10-15,368,Ozyrhn,3
1904-06-02,1363,vLoXnR,12
1948-10-03,1912,MEoLlQ,16
1938-08-12,1838,aHlubA,1
1997-06-21,1213,yiPfwP,12
2004-12-14,732,xzzZSh,1
2017-09-08,895,bRJLRE,19
2011-06-20,1520,CIiKLu,9
1905-03-13,1417,iCQaJt,1
1921-09-18,699,JISxqv,20
2018-07-24,624,aiRiqP,1
1910-07-11,886,pIExme,11
2007-11-18,1547,qPssoR,12
1946-08-08,591,wIeCce,1
1967-03-25,1692,cmgkth,16
2002-05-17,1960,ArBtZU,14
1963-06-27,1045,aBDpKj,11
1991-04-23,574,UGqOuR,4
1905-05-27,1349,Coscfa,6
1902-03-16,1602,fAhtKy,24
1947-09-21,313,EuAJzb,19
1929-09-01,1688,UBqPAA,2
1960-05-08,731,MLeNYc,6
2008-01-10,1029,EJyReF,14
1983-04-10,1291,CKHrDN,17
1949-09-28,459,GxsXaE,15
1990-03-20,546,wlUfgP,12
1945-04-11,902,RMuKmM,9
1996-08-17,1283,PYSmxH,3
1983-04-23,1463,qbgNMr,5
1930-07-06,967,oUmEUU,10
1940-02-07,1321,UYvUEf,6
2017-03-03,1724,vyNjcL,19
1915-06-03,1634,OSZXIl,3
1910-12-19,1195,pZkCfQ,16
2005-08-12,1795,AewnLj,9
1962-05-04,1232,QtIZhH,4
2006-01-07,1528,bRrMBT,18
1987-04-08,1077,OMleZZ,24
2009-02-20,117,zdhsGF,2
1933-09-27,1869,QYbsis,16
1925-03-25,1103,qrpAVZ,3
1991-09-19,1240,IzNIkT,6
1992-03-02,1984,KOPucb,21
1992-10-04,1957,ZSxYOe,6
2006-03-13,355,LAQdNl,15
1955-12-19,207,qxhRUy,4
1957-12-10,916,XzLajO,4
2018-10-04,165,RctSda,13
1975-01-02,1974,ICFCCo,13
1952-03-17,1293,AocKUA,21
1938-02-21,1277,ZVqjsv,2
2018-07-06,1792,JTcpGB,16
1988-02-09,1422,mFDoea,2
1934-08-07,849,XOWOAn,7
1908-02-22,615,FlIbcl,23
2002-12-29,1662,fbbSSK,6
1975-10-16,1574,njFCuH,19
1983-12-14,1467,VEuHEM,24
1983-04-25,1405,zMJvwy,7
1993-04-06,1906,nPoRXv,4
1952-07-14,1087,LrhTBy,22
1982-02-12,160,KaqZlF,7
1927-10-11,553,DRYHhY,13
1960-12-04,1423,XxhVrv,3
1986-06-22,1120,mZNXYL,15
1966-01-18,664,nLUojH,24
1927-03-15,1963,raMQwJ,20
2013-02-07,1428,ZOjvEV,21
2000-08-06,573,FnCpvm,9
1991-02-16,998,KXWmBr,21
2019-08-26,540,NnoKXs,23
1960-12-13,1724,KpIKtD,21
2009-04-04,546,SULalf,7
1987-09-29,443,vhzWoU,16
1998-09-07,1367,NklGOc,20
1978-11-25,762,WxIbEd,14
2008-08-23,1304,DHsinG,19
1945-02-26,1380,NzShis,14
1924-12-15,1597,FhQCBc,17
1962-02-15,1849,dYlaSt,13
1941-07-11,1162,aCJpLL,22
1954-04-22,231,fHkxri,7
1933-08-30,938,xarXay,20
1909-04-31,790,glZIgi,16
1938-10-12,1006,CVFOZb,11
1929-12-02,113,rbHMQl,19
1974-06-19,1726,MscQDZ,8
1909-01-28,1075,LilkIU,13
1923-12-10,1685,pihLmy,21
1983-09-15,1045,ZRRokj,6
2012-09-26,1761,ttVGur,16
1926-12-01,760,FcpURz,4
1983-06-22,1600,IOSNYF,14
1966-11-14,1886,xXznlK,21
1923-08-01,1711,poEnVq,18
2006-08-13,893,StPhug,14
2002-08-18,576,yArgAA,6
2008-11-29,915,fgZmmU,1
1983-01-18,569,dkXKZd,13
1946-09-20,1031,eROBAq,24
1974-05-17,420,NBncuq,11
1914-04-05,1567,pKTgaB,14
1968-02-11,1573,jGMBoM,7
1948-03-14,974,oBPSIp,10
1946-05-16,206,UnFbLW,6
1987-12-01,118,QAWbhF,3
1982-10-20,1020,JOmGCf,2
2014-09-28,1593,CeeYFD,24
1912-09-29,541,ZKXSgb,21
1955-06-26,1175,XZdotj,20
2014-03-29,1419,RJqYpv,22
1996-03-01,713,NsIOGk,23
1994-04-03,467,CSudIh,16
1915-07-15,1930,Tjkeux,14
