04230,99-1745
03631,51-3008
07048,79-0786
15129,52-1928
16265,67-8482
11253,87-9996
00138,97-7628
01749,80-0734
19910,96-8710
02924,68-3729
09749,96-8576
16103,88-0834
06134,52-3280
00353,76-1271
17357,79-2195
11252,67-6694
07406,79-9725
14811,57-3206
11473,63-0045
10976,94-5564
08475,62-1887
19759,95-3291
01160,82-1635
00405,88-6975
09384,86-2010
18963,64-2403
18038,89-2783
12748,73-4946
14519,57-9484
16919,89-1266
04051,87-2760
16238,46-2860
11682,95-9334
10984,98-8859
18869,50-2764
14514,81-4921
11794,70-5565
19193,61-9251
08123,82-5938
09908,84-2375
19639,76-8016
05263,73-9539
19921,83-7149
10325,54-9055
07637,58-6564
10918,71-9243
07689,59-1493
11836,74-0161
16800,77-6557
00319,94-2591
19854,71-8909
08574,83-5068
04844,44-7004
12551,92-9529
01694,77-6943
07750,69-9129
06800,75-7369
03930,48-8732
17050,86-7686
08088,94-2547
17043,81-1927
02715,74-9042
04998,90-2224
09003,66-7991
14588,48-1906
15183,96-5081
04558,84-1734
10058,49-4406
14859,45-2835
10319,45-6173
02032,46-4342
07762,63-0802
00192,72-2098
08843,69-1754
08242,68-5926
13564,62-5442
05768,75-8844
00845,86-3203
08900,97-3484
17509,46-3438
04803,51-9526
07808,67-6656
06407,76-7736
13923,76-1870
12131,92-5725
04092,68-1851
08185,57-9647
09247,95-5779
11472,44-5541
03245,66-2859
12673,94-2084
16334,85-7691
12484,86-5793
13384,78-4553
16607,60-5433
00738,66-7768
17990,58-4284
08506,72-6506
15700,75-7199
05352,94-4140
02699,61-3578
18586,54-5963
17797,46-1106
04244,55-1871
03177,82-3381
05274,79-8214
19305,73-8829
09090,87-0180
00421,78-3685
10650,63-2993
00352,86-0862
03664,44-2912
07573,76-8839
19130,70-4937
18777,52-3144
08007,86-8326
12860,95-6595
10842,62-5041
01598,86-4059
05931,55-0560
11801,70-2522
08341,47-0628
07451,61-8936
07513,70-8559
06529,56-7291
16943,55-4405
15182,74-4968
15416,77-8227
01192,91-4805
15321,49-0799
12523,80-6145
19408,83-3252
09848,70-5114
00364,72-0915
17093,45-4500
17951,92-9939
18910,64-0965
13132,76-5987
19793,98-8293
08369,95-5264
12683,77-8708
14015,97-0624
02853,93-4257
14618,62-0486
05380,51-8901
06794,82-1577
17577,53-4793
16066,94-0007
14173,60-0640
09116,56-8101
16904,75-5484
12346,52-8936
09022,45-8242
05937,43-0811
03234,86-5688
17632,87-2654
00370,80-3854
13131,81-1198
01584,50-7491
10843,62-8613
01023,99-6628
15432,69-3219
19275,74-1417
05463,53-2723
00190,59-4486
11163,68-2204
12808,47-9399
10970,60-5329
05309,88-5742
11170,60-4954
12500,72-1650
14413,98-0646
01539,78-9344
12785,66-0506
01021,55-7607
11496,47-7882
09803,83-1871
16853,56-2374
07224,68-1225
13410,91-3213
16377,75-6616
17107,65-0758
12017,57-7759
01498,77-5688
10318,75-0269
01162,95-5278
00347,70-0858
12836,72-0011
19213,66-4255
12842,96-3140
16303,63-9520
03394,46-3797
16496,77-8787
13109,98-2234
01119,59-4690
01662,65-4084
00928,97-9824
08027,77-4922
13522,46-6935
09226,50-4693
19360,50-5627
13701,54-7517
06449,44-0681
02122,54-0740
03519,91-8774
08903,82-7556
19261,64-1851
16259,43-2442
09834,44-7670
